Name,Edição,Etiquetas,Seção,Tema,URL
Fora da linha,91,,Em dia,"Criada em 1854 pelo Barão de Mauá, primeira ferrovia do Brasil quase desapareceu",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/em-dia/fora-da-linha
Livros libertários,91,,Em dia,"Centro de referência, que foi antigo cemitério de escravos no Rio de Janeiro, inaugura biblioteca com obras relacionadas à memória afro-brasileira",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/em-dia/livros-libertarios
Tutela nunca mais,91,,Capa,"Autodeclaração é a maior conquista recente dos indígenas, mas eles são vistos ainda como entraves para o progresso",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/capa/tutela-nunca-mais
Babel indígena,91,,Capa,"Arqueologia e linguística podem ajudar a revelar origem e trajetória dos tupis e guaranis, que se dispersaram pelo território que se tornaria o Brasil",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/capa/babel-indigena
A cordilheira e a floresta,91,,Capa,A pouco conhecida relação entre os incas e os índios amazônicos revela intensas trocas culturais e resistência à expansão do império andino,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/capa/a-cordilheira-e-a-floresta
Solução caseira,91,,Capa,"A escravidão indígena começou logo no início da colonização e manteve-se até meados do século XVIII, mesmo ilegal",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/capa/solucao-caseira
"Cientistas, engenheiros e artistas",91,,Capa,Produções materiais e tecnológicas dos povos indígenas são fruto de uma complexa teia de saberes e significados,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/capa/cientistas-engenheiros-e-artistas
"Bom selvagem, mau selvagem",91,,Capa,O imaginário brasileiro sobre o índio oscila entre os extremos de duas visões herdadas da filosofia europeia. Ele é “puro” ou “atrasado”?,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/capa/bom-selvagem-mau-selvagem
Admirável índio novo,91,,Capa,"Mesmo mais organizados e com uma legislação favorável, o ataque aos direitos dos povos autóctones continua. À frente está um novo ciclo de obras na Amazônia",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/capa/admiravel-indio-novo
Um casamento entre alquimia e medicina,91,,Artigos,Descobertas recentes mostram como saberes tradicionais eram ainda relevantes mesmo depois da Revolução Científica no século XVII,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/artigos-revista/um-casamento-entre-alquimia-e-medicina
República de Perón,91,,Artigos,A idolatria ao antigo presidente e à primeira-dama Evita ainda polariza a política e povoa o imaginário popular na Argentina,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/artigos-revista/republica-de-peron
O ladrão de sementes,91,,Artigos,"Um aventureiro ajudou a transformar a economia global, passando o monopólio mundial da borracha para as mãos da Inglaterra",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/artigos-revista/o-ladrao-de-sementes
A escravidão sem arcaísmo,91,,Entrevista,"Entrevista com Manolo Florentino, diretor da Fundação Casa de Rui Barbosa",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/entrevista/manolo-florentino
"No meio do caminho, tinha José",91,,Leituras,"Drummond expõe em livro-ícone seu impasse diante da origem familiar e da culpa de classe, rumo a uma poética de cunho social",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/leituras/no-meio-do-caminho-tinha-jose
A ferro e a frutas,91,,Perspectiva,"Inspirado na arquitetura moderna francesa, o Mercado de São José, no Recife, adaptou-se ao clima e à cultura locais",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/perspectiva/a-ferro-e-a-frutas
Por trás da notícia,91,,Educação,"Disponíveis na internet, jornais e revistas antigos ensinam como a imprensa possui estreita relação com os contextos social, técnico e político",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/educacao/por-tras-da-noticia
O dever do exilado,91,,Retrato,"Fugindo do nazismo na Europa, Otto Maria Carpeaux tornou-se imigrante no Brasil com uma missão: entender o país",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/retrato/o-dever-do-exilado
Capital ilustrada,91,,Por dentro da Biblioteca,"Biblioteca Demonstrativa de Brasília, vinculada à BN, comemora o mês do livro com diversos eventos e exposições",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/capital-ilustrada
Propaganda política,91,,Por dentro do Documento,"Para evitar seus efeitos “nefastos”, ministro português mandou para a Bahia panfletos contra a Revolução Francesa",https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/por-dentro-do-documento/propaganda-politica
Reflexões sobre a revolução na França,91,,Livros,,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/livros/reflexoes-sobre-a-revolucao-na-franca
"Encantações: escritoras e imaginação literária no Brasil, século XIX",91,,Livros,,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/livros/encantacoes-escritoras-e-imaginacao-literaria-no-brasil-seculo-xix
"O comércio do açúcar: Brasil, Portugal e Países Baixos (1595-1630)",91,,Livros,,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/livros/o-comercio-do-acucar-brasil-portugal-e-paises-baixos-1595-1630
Das artes da pena e do pincel: caligrafia e pintura em manuscritos no século XVIII,91,,Livros,,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/livros/das-artes-da-pena-e-do-pincel-caligrafia-e-pintura-em-manuscritos-no-seculo-xviii
A Morte do Grilo,91,,Livros,,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/livros/a-morte-do-grilo
Kadafi morreu: antes ele do que eu?,91,,A História do Historiador,,https://web.archive.org/web/20160122044732/http://revistadehistoria.com.br/secao/a-historia-do-historiador/kadafi-morreu-antes-ele-do-que-eu
Lealdade recompensada,90,,Decifre,,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/decifre/lealdade-recompensada
À espera de um milagre,90,,Em dia,Arquidiocese do Rio de Janeiro reúne documentos e depoimentos para termos a primeira santa carioca,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/em-dia/a-espera-de-um-milagre
"Sushi, feijão e muitas perguntas",90,,Em dia,Documentário conta a história de cinco famílias de imigrantes japoneses no interior de São Paulo,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/em-dia/sushi-feijao-e-muitas-perguntas
Desenterrando a urbe,90,,Em dia,"Escavações no Largo da Batata, região central de Pinheiros, revelam detalhes da formação do bairro mais antigo de São Paulo",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/em-dia/desenterrando-a-urbe
Belém afora,90,,Em dia,Projeto divulga documentos sobre imigrantes e ganha prêmio do Iphan,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/em-dia/belem-afora
"Machado de Assis, o guia",90,,Em dia,Projeto educacional do Complexo da Maré utiliza obras do escritor para percorrer e registrar o Rio de Janeiro por meio da fotografia,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/em-dia/machado-de-assis-o-guia
Nós vamos invadir sua Praga,90,,Em dia,Centro cultural e revista promovem ensino da língua portuguesa e divulgação da literatura brasileira na República Tcheca,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/em-dia/nos-vamos-invadir-sua-praga
Cavaleiros sem esperança,90,,Capa,"Ligados ao comunismo internacional, Prestes e o PCB deixaram de ser referências para guiar os revolucionários pós-1964",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/capa/cavaleiros-sem-esperanca
Em fuga pela revolução,90,,Capa,"Comandados por Lamarca, guerrilheiros enfrentaram emboscadas e tiroteios na tentativa de escapar de cercos no interior de São Paulo",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/capa/em-fuga-pela-revolucao
"Contra a revolução, a barbárie",90,,Capa,A Amazônia foi o cenário de um dos mais brutais episódios da ditadura militar: a Guerrilha do Araguaia,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/capa/contra-a-revolucao-a-barbarie
Guerrilheiros na primeira viagem,90,,Capa,"Treinados em Cuba e com apoio de Brizola, ex-militares prepararam-se para inaugurar a luta armada em Caparaó. Ficaram no sonho.",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/capa/guerrilheiros-na-primeira-viagem
Assim surge um revolucionário,90,,Capa,"Em um mundo polarizado entre capitalismo e comunismo, vem à tona o idealismo de jovens dispostos a pegar em armas contra a opressão",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/capa/assim-surge-um-revolucionario
Memória irrestrita,90,,Artigos,Ex-revolucionários revelam diferentes opiniões sobre a ditadura. Mas numa coisa eles concordam: estavam ‘do lado certo’,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/artigos-revista/memoria-irrestrita
Fontes sob controle,90,,Artigos,"O chafariz era símbolo de uma política das águas em Vila Rica no século XVIII. Além disso, não haveria mineração sem água",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/artigos-revista/fontes-sob-controle
Catolicismo guerreiro no Brasil,90,,Artigos,Poema épico de José de Anchieta mostra como a invasão francesa transformou-se numa guerra entre Deus (católicos) e o Diabo (protestantes),https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/artigos-revista/catolicismo-guerreiro-no-brasil
Paris ou Veneza?,90,,Artigos,"Amplas reformas urbanas no Rio de Janeiro e em Buenos Aires não acabaram com um eterno flagelo: as inundações. Revistas cariocas do início do século XX, por exemplo, retratam com inonia os alagamentos na capital fluminense",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/artigos-revista/paris-ou-veneza
Jean-François Sirinelli,90,,Entrevista,Sem mocinhos nem bandidos,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/entrevista/jean-francois-sirinelli
Como fazer uma revolução,90,,Leituras,"Livros de Che Guevara e Carlos Marighella  serviram de referência para a luta armada, priorizando cenários diferentes",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/leituras/como-fazer-uma-revolucao
"Pintores, viajantes e cronistas",90,,Perspectiva,"Com técnicas e pontos de vistas diferentes, Bauch, Wiegandt eDall&#039;Aramostraram costumes e hábitos cariocas do século XIX",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/perspectiva/pintores-viajantes-e-cronistas
Tempos espetaculares,90,,Educação,"Óperas, balés e filmes musicais ensinam mais sobre as sociedades em que foram produzidos do que sobre as épocas que buscam retratar",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/educacao/tempos-espetaculares
Dois Felipes e um Rio,90,,Retrato,"Formada por negociações políticas, a União Ibérica também foi capaz de trazer um índio da Terra do Fogo para o Brasil",https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/retrato/dois-felipes-e-um-rio
No tempo da maconha livre,90,,Por dentro da Biblioteca,Biblioteca Nacional restaura panfleto que ensinava a cultivar a erva três anos antes de se tornar proibida,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/no-tempo-da-maconha-livre
Remetente: Napoleão,90,,Por dentro do Documento,D. João VI trocava palavras gentis em cartas que Bonaparte usou para exigir a lealdade dos portugueses,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/por-dentro-do-documento/remetente-napoleao
Recomendamos,90,,Livros,Veja a lista de livros que a equipe da RHBN indica para você,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/livros/recomendamos
De volta ao presente,90,,A História do Historiador,,https://web.archive.org/web/20160122022334/http://revistadehistoria.com.br/secao/a-historia-do-historiador/de-volta-ao-presente
Escrito com capricho,89,,Decifre,Decifre documento do século XVI,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/decifre/cap-7-da-capitania-do-spiri-to-sancto
Intimidade,89,,Carta do editor,Dossiê da edição de fevereiro da Revista de História traz à tona aspectos da vida privada no Império: da alimentação da Princesa Isabel às relações amorosas na corte,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/carta-do-editor/intimidade
Garimpo documental,89,,Em dia,Arquivo público de Porto Alegre inicia projeto para criar guia de fundo para documentos pré-republicanos do Rio Grande do Sul,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/em-dia/garimpo-documental
Gigante esquecido,89,,Em dia,"O número de sítios arqueológicos cresce no Amazonas, mas Iphan e universidades continuam com poucos profissionais",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/em-dia/gigante-esquecido
Sob ataque,89,,Em dia,Documentário reúne ex-combatentes e relembra naufrágios que levaram o Brasil à Segunda Guerra Mundial,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/em-dia/sob-ataque
Chope oficial,89,,Em dia,"Prefeitura do Rio de Janeiro lista 14 bares como patrimônio cultural para valorizar ambiente histórico e aumentar movimento, mas antropólogo vê risco de “morte da essência”",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/em-dia/chope-oficial
O sertão virou exposição,89,,Em dia,"Após anos alagado, cenário da guerra de Canudos abriga agora intervenções artísticas, retratando detalhes do conflito sertanejo",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/em-dia/o-sertao-virou-exposicao
De volta para o passado,89,,Em dia,Projeto usa vídeos em três dimensões e realidade aumentada para divulgar a história de São Luís,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/em-dia/de-volta-para-o-passado
A minha vida dos outros,89,,Capa,"Da Grécia antiga até o século XIX, a humanidade inventou e reinventou a privacidade",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/a-minha-vida-dos-outros
"Vício, pecado ou direito?",89,,Capa,"Da Colônia para o Império, o lazer sai de casa, se distancia do trabalho e copia a França",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/vicio-pecado-ou-direito
Amor em cativeiro,89,,Capa,"Laços afetivos e relações de parentescos eram muito comuns entre escravos, apesar de haver muito mais homens que mulheres",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/amor-em-cativeiro
Parente por opção,89,,Capa,"Tratadas como negócio mas definidas por afeição, relações familiares iam além dos laços biológicos",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/parente-por-opcao
Brincando de ser adulto,89,,Capa,"Com suas bonecas de louça e seus escravos-brinquedo, as crianças reproduziam desigualdades da sociedade imperial",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/brincando-de-ser-adulto
Que deselegantes!,89,,Capa,"Mesmo após ter acesso a bens importados, moradores do Brasil eram considerados mal vestidos pelos estrangeiros",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/que-deselegantes
"Comida de princesa, balança de plebeia",89,,Capa,"Brigando com o peso, a herdeira do trono brasileiro não dispensava um vatapá, adorava sorvete glacê e ainda visitava a cozinha imperial",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/comida-de-princesa-balanca-de-plebeia
Senhora do seu destino,89,,Capa,"Rica e liberal, Eufrásia Teixeira Leite desafiou a família e muitos preconceitos. Foi incompreendida até pelo noivo, Joaquim Nabuco",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/capa/senhora-do-seu-destino
Memórias de um lacaio imperial,89,,Artigos,Diário escrito por criado da família Orléans e Bragança mostra a intimidade dos filhos da princesa Isabel,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/artigos-revista/memorias-de-um-lacaio-imperial
Onde estão os filhos da ‘subversão’?,89,,Artigos,O roubo de bebês durante os governos autoritários é um drama para famílias espanholas e argentinas até hoje,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/artigos-revista/onde-estao-os-filhos-da-subversao
Um imperador sob suspeita,89,,Artigos,"Conhecido como incendiário, Nero teria sido vítima de interpretações anacrônicas de historiadores antigos",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/artigos-revista/um-imperador-sob-suspeita
"Bebem, sim, e vão conquistando",89,,Artigos,"Na tomada de Pernambuco, holandeses se embriagaram o quanto puderam, para espanto e reprovação dos luso-brasileiros",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/artigos-revista/bebem-sim-e-vao-conquistando
Joaquim Romero Magalhães,89,,Entrevista,Um legado sem fronteiras,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/entrevista/joaquim-romero-magalhaes
Cronista higienista,89,,Leituras,"Nos jornais, o poeta Olavo Bilac foi entusiasta das mudanças que aconteciam do Rio de Janeiro do início do século XX",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/leituras/cronista-higienista
Imagens valiosas,89,,Perspectiva,"Cartões postais valorizam a Chapada Diamantina para atrair investidores, numa época de franca decadência das minas",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/perspectiva/imagens-valiosas
A ciência do currículo,89,,Educação,"Integração das disciplinas, uma das propostas atuais do MEC, teve versão anterior, na década de 1970",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/educacao/a-ciencia-do-curriculo
Retórica de liberdade,89,,Retrato,"Silva Alvarenga desejou alavancar a circulação de saberes no Brasil colonial, mas acabou preso sob suspeita de conspiração",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/retrato/retorica-de-liberdade
Além do cravo e da canela,89,,Por dentro da Biblioteca,"Encerrando as comemorações pelo centenário de Jorge Amado, exposição apresenta documentos sobre o escritor até o fim deste mês",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/alem-do-cravo-e-da-canela
O café de antigamente,89,,Por dentro do Documento,"Com informações minuciosas do cotidiano, Almanach  faz ‘mapa’ de Vassouras, uma das principais cidades do Vale do Paraíba",https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/por-dentro-do-documento/o-cafe-de-antigamente
Sem perder a majestade,89,,A História do Historiador,,https://web.archive.org/web/20160122012212/http://revistadehistoria.com.br/secao/a-historia-do-historiador/sem-perder-a-majestade
Brasil comunista,88,,Almanaque,,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/almanaque/brasil-comunista
Animal político,88,,Almanaque,,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/almanaque/animal-politico
Jogo independente,88,,Almanaque,,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/almanaque/jogo-independente
Cumprimento romano,88,,Almanaque,,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/almanaque/cumprimento-romano
Tesouros mexicanos,88,,Decifre,,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/decifre/tesouros-mexicanos
Outros acordes,88,,Em dia,Projeto documenta e incentiva o uso de flautas tradicionais no norte de Minas Gerais,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/em-dia/outros-acordes
Um novo núcleo colonial,88,,Em dia,Acervo bibliográfico do historiador Anthony Russell-Wood é doado para a Universidade Federal da Bahia,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/em-dia/um-novo-nucleo-colonial
No compasso do violão,88,,Em dia,"Admirador de artistas como Milton Nascimento e Chico Buarque, jornalista espanhol lança livro sobre a história do violão na Península Ibérica e no Brasil",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/em-dia/no-compasso-do-violao
Restauração sem traumas,88,,Em dia,Academia Brasileira de Letras decide restaurar três manuscritos do século XVIII sobre marquês de Pombal,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/em-dia/restauracao-sem-traumas
Nas luzes da menorá,88,,Em dia,Museu Judaico dá a largada na captação de recursos para a construção de sua sede,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/em-dia/nas-luzes-da-menora
Uma forcinha nos estudos,88,,Em dia,Projeto da Fundação Getulio Vargas pretende contribuir com estudantes para o Enem e melhorar métodos de professores,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/em-dia/uma-forcinha-nos-estudos
Quando éramos nazistas,88,,Capa,"Pouco se fala da popularidade do nazismo fora da Europa. Neste mês, a Revista de História traz um dossiê que comenta de que forma as doutrinas autoritárias que vigoraram no Velho Continente entre 1922 e 1945 se espalharam pelo Brasil",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/capa/quando-eramos-nazistas
Entre a suástica e a palmatória,88,,Capa,"Nos anos 1930, órfãos eram escravizados em fazenda no interior de São Paulo por simpatizantes do nazismo",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/capa/entre-a-suastica-e-a-palmatoria-1
O outono da democracia,88,,Capa,"Entre as duas guerras mundiais, regimes liberais foram contestados por fascistas e socialistas e estiveram muito perto do fim",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/capa/o-outono-da-democracia
Sangue puro latino,88,,Capa,"Nazistas da América tropical perseguiram judeus, mas preconceito também atingiu outros grupos em cada um dos países",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/capa/sangue-puro-latino
O Brasil diante dos nazistas,88,,Capa,"Sob o governo Vargas, ideário de Hitler influenciou políticas e seduziu parte da população brasileira",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/capa/o-brasil-diante-dos-nazistas
Fora do eixo,88,,Capa,"No entreguerras, a Marinha do Brasil estava dividida em diversos grupos, mas não apoiava os nazistas",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/capa/fora-do-eixo
Já leu o livro do Hitler?,88,,Capa,"Sucesso na Alemanha, Mein Kampf foi saudado como imperdível lançamento literário ao ser traduzido no Brasil",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/capa/ja-leu-o-livro-do-hitler
Entre a cruz e a espada,88,,Artigos,"Sob a liderança de um bispo, padres e frades católicos pegaram em armas para resistir à invasão holandesa em Salvador",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/artigos-revista/entre-a-cruz-e-a-espada
Cada crânio é um crânio,88,,Artigos,"Habitantes pré-históricos do Brasil, os povos dos sambaquis eram populações litorâneas vivendo em sociedades mais complexas que se imagina",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/artigos-revista/cada-cranio-e-um-cranio
À moda do autor,88,,Artigos,"Comédias de Martins Pena trazem generosas e diversificadas inspirações musicais, rompendo a distância entre erudito e popular",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/artigos-revista/a-moda-do-autor
Vozes de bastidores,88,,Artigos,Peças de Martins Pena refletem os limites de uma obra crítica em uma sociedade escravista,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/artigos-revista/vozes-de-bastidores
Modelo de exportação,88,,Artigos,Um grupo de oficiais brasileiros prega exemplo alemão e tenta fazer do Exército uma força modernizadora da nação,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/artigos-revista/modelo-de-exportacao-1
Tzvetan Todorov,88,,Entrevista,Só a ficção nos salva,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/entrevista/tzvetan-todorov
Receita velha é que faz comida boa,88,,Leituras,"Com sua História da Alimentação no Brasil, Câmara Cascudo valoriza tradições populares contra costumes importados e enlatados",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/leituras/receita-velha-e-que-faz-comida-boa
Anatomia do Diabo,88,,Perspectiva,Manuscritoda maior coletânea de vidas de santos da Idade Média mostra a pedagogia da Igreja sobre os demônios,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/perspectiva/anatomia-do-diabo
Racismo à brasileira,88,,Educação,"A eugenia e seu par inseparável, o autoritarismo, marcaram profundamente a educação no Brasil na primeira metade do século XX",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/educacao/racismo-a-brasileira
"Aqui, não!",88,,Retrato,"Chanceler sem formação diplomática, Oswaldo Aranha se destacou na resistência às investidas nazistas no Brasil",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/retrato/aqui-nao
Além das estantes,88,,Por dentro da Biblioteca,"Apaixonadas por livros, funcionárias da BN preparam o segundo volume da série Bestiário, de literatura fantástica",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/alem-das-estantes
Samurai brasileiro,88,,Quadrinhos,Claudio Seto introduziu no país o estilo oriental de fazer quadrinhos,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/quadrinhos/samurai-brasileiro
Uma vista e tanto,88,,Por dentro do Documento,"Lente pioneira de Leuzinger revive a nostalgia de um Rio de Janeiro quase intocado, entre águas, florestas e montanhas",https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/por-dentro-do-documento/uma-vista-e-tanto
Sonhei com Afonso Pena,88,,A História do Historiador,,https://web.archive.org/web/20160122054544/http://revistadehistoria.com.br/secao/a-historia-do-historiador/sonhei-com-afonso-pena
A vaca da Revolução,87,,Almanaque,,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/almanaque/a-vaca-da-revolucao
Feiura é de quem vê,87,,Almanaque,,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/almanaque/feiura-e-de-quem-ve
Machado e a morrinha,87,,Almanaque,,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/almanaque/machado-e-a-morrinha
Nossas sereias,87,,Almanaque,,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/almanaque/nossas-sereias
Os dinossauros voltaram,87,,Em dia,Vale com a maior concentração de pegadas na América Latina reabre com nova estrutura,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/em-dia/os-dinossauros-voltaram
Banho milagroso,87,,Em dia,"Diversas religiões se encontram em festa tradicional de Corumbá, registrada em livro, DVD e na Internet",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/em-dia/banho-milagroso
Patrimônio (não mais) em perigo,87,,Em dia,,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/em-dia/patrimonio-nao-mais-em-perigo
Fotografia atrás das grades,87,,Em dia,Alunos de História da Udesc organizam exposição em presídio de Florianópolis,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/em-dia/fotografia-atras-das-grades-1
Quase um segredo,87,,Em dia,Obra social criada em 1938 já foi posto da Cruz Vermelha durante a Segunda Guerra e até hoje organiza brechó,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/em-dia/quase-um-segredo
Quando o Estado pede perdão,87,,Em dia,Em janeiro será realizada a 67ª Caravana da Anistia. Iniciativa do Ministério da Justiça vira tema de filme,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/em-dia/quando-o-estado-pede-perdao
Justiça por conta própria,87,,Em dia,Ex-preso político investiga casos da ditadura e cria sitepara divulgar documentos do período,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/em-dia/justica-por-conta-propria
No ritmo de Jesus,87,,Artigos,"Donos de uma expressiva indústria gospel, os evangélicos vêm tentando se firmar como produtores de cultura brasileira",https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/no-ritmo-de-jesus
Sem intermediários,87,,Artigos,Teorias de Lutero romperam com a autoridade católica pregando o contato direto entre o homem e Deus pelo poder da fé,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/sem-intermediarios
O fim de um monopólio,87,,Artigos,Só com a vinda da família real os protestantes conseguiram instalar-se e disseminar sua diversidade religiosa no Brasil,https://web.archive.org/web/20160122071549/http://revistadehistoria.com.br/secao/artigos-revista/o-fim-de-um-monopolio
